41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:51:42.1 (8045245)|VARIABLE_ASSIGNMENT|[66]|i|7
15:51:42.1 (8049025)|STATEMENT_EXECUTE|[66]
15:51:42.1 (8049872)|STATEMENT_EXECUTE|[67]
15:51:42.1 (8055098)|HEAP_ALLOCATE|[67]|Bytes:1
15:51:42.1 (8062152)|HEAP_ALLOCATE|[67]|Bytes:4
15:51:42.1 (8066311)|USER_DEBUG|[67]|DEBUG|i: 7
15:51:42.1 (8071209)|HEAP_ALLOCATE|[66]|Bytes:4
15:51:42.1 (8075226)|VARIABLE_ASSIGNMENT|[66]|i|8
15:51:42.1 (8079763)|STATEMENT_EXECUTE|[66]
15:51:42.1 (8080610)|STATEMENT_EXECUTE|[67]
15:51:42.1 (8086251)|HEAP_ALLOCATE|[67]|Bytes:1
15:51:42.1 (8093681)|HEAP_ALLOCATE|[67]|Bytes:4
15:51:42.1 (8097513)|USER_DEBUG|[67]|DEBUG|i: 8
15:51:42.1 (8101989)|HEAP_ALLOCATE|[66]|Bytes:4
15:51:42.1 (8109627)|VARIABLE_ASSIGNMENT|[66]|i|9
15:51:42.1 (8114251)|STATEMENT_EXECUTE|[66]
15:51:42.1 (8115116)|STATEMENT_EXECUTE|[67]
15:51:42.1 (8121230)|HEAP_ALLOCATE|[67]|Bytes:1
15:51:42.1 (8128202)|HEAP_ALLOCATE|[67]|Bytes:4
15:51:42.1 (8132033)|USER_DEBUG|[67]|DEBUG|i: 9
15:51:42.1 (8135947)|HEAP_ALLOCATE|[66]|Bytes:4
15:51:42.1 (8139556)|VARIABLE_ASSIGNMENT|[66]|i|10
15:51:42.1 (8144064)|STATEMENT_EXECUTE|[70]
15:51:42.1 (8183144)|HEAP_ALLOCATE|[70]|Bytes:4
15:51:42.1 (8213600)|VARIABLE_SCOPE_BEGIN|[70]|names|List<String>|true|false
15:51:42.1 (8248285)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:51:42.1 (8261069)|VARIABLE_ASSIGNMENT|[70]|names|[]|0x40a8ae8
15:51:42.1 (8266810)|STATEMENT_EXECUTE|[72]
15:51:42.1 (8269216)|HEAP_ALLOCATE|[72]|Bytes:4
15:51:42.1 (8298254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:51:42.1 (8304620)|STATEMENT_EXECUTE|[73]
15:51:42.1 (8307403)|HEAP_ALLOCATE|[73]|Bytes:6
15:51:42.1 (8319844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:51:42.1 (8324199)|STATEMENT_EXECUTE|[74]
15:51:42.1 (8325676)|HEAP_ALLOCATE|[74]|Bytes:4
15:51:42.1 (8336770)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:51:42.1 (8341489)|STATEMENT_EXECUTE|[75]
15:51:42.1 (8342962)|HEAP_ALLOCATE|[75]|Bytes:4
15:51:42.1 (8354260)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:51:42.1 (8358702)|STATEMENT_EXECUTE|[78]
15:51:42.1 (8361600)|VARIABLE_SCOPE_BEGIN|[78]|i|Integer|false|false
15:51:42.1 (8367802)|HEAP_ALLOCATE|[78]|Bytes:4
15:51:42.1 (8372665)|VARIABLE_ASSIGNMENT|[78]|i|0
15:51:42.1 (8388198)|STATEMENT_EXECUTE|[78]
15:51:42.1 (8389509)|STATEMENT_EXECUTE|[79]
15:51:42.1 (8401141)|HEAP_ALLOCATE|[79]|Bytes:4
15:51:42.1 (8411122)|USER_DEBUG|[79]|DEBUG|Mark
15:51:42.1 (8416252)|HEAP_ALLOCATE|[78]|Bytes:4
15:51:42.1 (8420738)|VARIABLE_ASSIGNMENT|[78]|i|1
15:51:42.1 (8428733)|STATEMENT_EXECUTE|[78]
15:51:42.1 (8429735)|STATEMENT_EXECUTE|[79]
15:51:42.1 (8432368)|HEAP_ALLOCATE|[79]|Bytes:6
15:51:42.1 (8438340)|USER_DEBUG|[79]|DEBUG|Mathew
15:51:42.1 (8442792)|HEAP_ALLOCATE|[78]|Bytes:4
15:51:42.1 (8446509)|VARIABLE_ASSIGNMENT|[78]|i|2
15:51:42.1 (8453179)|STATEMENT_EXECUTE|[78]
15:51:42.1 (8454097)|STATEMENT_EXECUTE|[79]
15:51:42.1 (8456503)|HEAP_ALLOCATE|[79]|Bytes:4
15:51:42.1 (8461608)|USER_DEBUG|[79]|DEBUG|Luke
15:51:42.1 (8466164)|HEAP_ALLOCATE|[78]|Bytes:4
15:51:42.1 (8469499)|VARIABLE_ASSIGNMENT|[78]|i|3
15:51:42.1 (8475516)|STATEMENT_EXECUTE|[78]
15:51:42.1 (8476435)|STATEMENT_EXECUTE|[79]
15:51:42.1 (8478769)|HEAP_ALLOCATE|[79]|Bytes:4
15:51:42.1 (8483649)|USER_DEBUG|[79]|DEBUG|John
15:51:42.1 (8487661)|HEAP_ALLOCATE|[78]|Bytes:4
15:51:42.1 (8490692)|VARIABLE_ASSIGNMENT|[78]|i|4
15:51:42.1 (8497508)|STATEMENT_EXECUTE|[82]
15:51:42.1 (8499638)|VARIABLE_SCOPE_BEGIN|[82]|i|Integer|false|false
15:51:42.1 (8504982)|HEAP_ALLOCATE|[82]|Bytes:4
15:51:42.1 (8508756)|VARIABLE_ASSIGNMENT|[82]|i|0
15:51:42.1 (8520286)|STATEMENT_EXECUTE|[82]
15:51:42.1 (8521378)|STATEMENT_EXECUTE|[83]
15:51:42.1 (8525056)|HEAP_ALLOCATE|[83]|Bytes:4
15:51:42.1 (8539771)|USER_DEBUG|[83]|DEBUG|Mark
15:51:42.1 (8545345)|HEAP_ALLOCATE|[82]|Bytes:4
15:51:42.1 (8550001)|VARIABLE_ASSIGNMENT|[82]|i|1
15:51:42.1 (8557828)|STATEMENT_EXECUTE|[82]
15:51:42.1 (8558782)|STATEMENT_EXECUTE|[83]
15:51:42.1 (8560711)|HEAP_ALLOCATE|[83]|Bytes:6
15:51:42.1 (8565433)|USER_DEBUG|[83]|DEBUG|Mathew
15:51:42.1 (8569953)|HEAP_ALLOCATE|[82]|Bytes:4
15:51:42.1 (8573302)|VARIABLE_ASSIGNMENT|[82]|i|2
15:51:42.1 (8579126)|STATEMENT_EXECUTE|[82]
15:51:42.1 (8580017)|STATEMENT_EXECUTE|[83]
15:51:42.1 (8581903)|HEAP_ALLOCATE|[83]|Bytes:4
15:51:42.1 (8586052)|USER_DEBUG|[83]|DEBUG|Luke
15:51:42.1 (8590106)|HEAP_ALLOCATE|[82]|Bytes:4
15:51:42.1 (8593219)|VARIABLE_ASSIGNMENT|[82]|i|3
15:51:42.1 (8599259)|STATEMENT_EXECUTE|[82]
15:51:42.1 (8600167)|STATEMENT_EXECUTE|[83]
15:51:42.1 (8601741)|HEAP_ALLOCATE|[83]|Bytes:4
15:51:42.1 (8606214)|USER_DEBUG|[83]|DEBUG|John
15:51:42.1 (8610320)|HEAP_ALLOCATE|[82]|Bytes:4
15:51:42.1 (8614100)|VARIABLE_ASSIGNMENT|[82]|i|4
15:51:42.1 (8665776)|HEAP_ALLOCATE|[88]|Bytes:5
15:51:42.1 (8677556)|HEAP_ALLOCATE|[88]|Bytes:4
15:51:42.1 (8684155)|VARIABLE_SCOPE_BEGIN|[88]|name|String|false|false
15:51:42.1 (8695580)|VARIABLE_ASSIGNMENT|[88]|name|"Mark"
15:51:42.1 (8699561)|STATEMENT_EXECUTE|[88]
15:51:42.1 (8700483)|STATEMENT_EXECUTE|[89]
15:51:42.1 (8709544)|USER_DEBUG|[89]|DEBUG|Mark
15:51:42.1 (8718957)|HEAP_ALLOCATE|[88]|Bytes:5
15:51:42.1 (8725236)|HEAP_ALLOCATE|[88]|Bytes:6
15:51:42.1 (8729788)|VARIABLE_SCOPE_BEGIN|[88]|name|String|false|false
15:51:42.1 (8737327)|VARIABLE_ASSIGNMENT|[88]|name|"Mathew"
15:51:42.1 (8741427)|STATEMENT_EXECUTE|[88]
15:51:42.1 (8742329)|STATEMENT_EXECUTE|[89]
15:51:42.1 (8745511)|USER_DEBUG|[89]|DEBUG|Mathew
15:51:42.1 (8752931)|HEAP_ALLOCATE|[88]|Bytes:5
15:51:42.1 (8758521)|HEAP_ALLOCATE|[88]|Bytes:4
15:51:42.1 (8762549)|VARIABLE_SCOPE_BEGIN|[88]|name|String|false|false
15:51:42.1 (8769828)|VARIABLE_ASSIGNMENT|[88]|name|"Luke"
15:51:42.1 (8773651)|STATEMENT_EXECUTE|[88]
15:51:42.1 (8774510)|STATEMENT_EXECUTE|[89]
15:51:42.1 (8777485)|USER_DEBUG|[89]|DEBUG|Luke
15:51:42.1 (8785359)|HEAP_ALLOCATE|[88]|Bytes:5
15:51:42.1 (8790343)|HEAP_ALLOCATE|[88]|Bytes:4
15:51:42.1 (8793562)|VARIABLE_SCOPE_BEGIN|[88]|name|String|false|false
15:51:42.1 (8800652)|VARIABLE_ASSIGNMENT|[88]|name|"John"
15:51:42.1 (8803907)|STATEMENT_EXECUTE|[88]
15:51:42.1 (8804802)|STATEMENT_EXECUTE|[89]
15:51:42.1 (8807401)|USER_DEBUG|[89]|DEBUG|John
15:51:42.1 (8814689)|HEAP_ALLOCATE|[88]|Bytes:5
15:51:42.1 (8821324)|VARIABLE_ASSIGNMENT|[88]|name|null
15:51:42.1 (8830094)|METHOD_EXIT|[1]|01p1I000008LWEw|Day3ListsAndLoops.executeLoops()
15:51:42.1 (8835842)|SYSTEM_MODE_EXIT|false
15:51:42.8 (8856128)|CUMULATIVE_LIMIT_USAGE
15:51:42.8 (8856128)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:51:42.8 (8856128)|CUMULATIVE_LIMIT_USAGE_END

15:51:42.1 (8889611)|CODE_UNIT_FINISHED|execute_anonymous_apex
15:51:42.1 (9962254)|EXECUTION_FINISHED
