41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:47:22.1 (7324665)|VARIABLE_ASSIGNMENT|[66]|i|7
15:47:22.1 (7328852)|STATEMENT_EXECUTE|[66]
15:47:22.1 (7329696)|STATEMENT_EXECUTE|[67]
15:47:22.1 (7334908)|HEAP_ALLOCATE|[67]|Bytes:1
15:47:22.1 (7340969)|HEAP_ALLOCATE|[67]|Bytes:4
15:47:22.1 (7345107)|USER_DEBUG|[67]|DEBUG|i: 7
15:47:22.1 (7349336)|HEAP_ALLOCATE|[66]|Bytes:4
15:47:22.1 (7352443)|VARIABLE_ASSIGNMENT|[66]|i|8
15:47:22.1 (7355789)|STATEMENT_EXECUTE|[66]
15:47:22.1 (7356667)|STATEMENT_EXECUTE|[67]
15:47:22.1 (7361669)|HEAP_ALLOCATE|[67]|Bytes:1
15:47:22.1 (7368505)|HEAP_ALLOCATE|[67]|Bytes:4
15:47:22.1 (7372684)|USER_DEBUG|[67]|DEBUG|i: 8
15:47:22.1 (7377301)|HEAP_ALLOCATE|[66]|Bytes:4
15:47:22.1 (7380438)|VARIABLE_ASSIGNMENT|[66]|i|9
15:47:22.1 (7383643)|STATEMENT_EXECUTE|[66]
15:47:22.1 (7384516)|STATEMENT_EXECUTE|[67]
15:47:22.1 (7389563)|HEAP_ALLOCATE|[67]|Bytes:1
15:47:22.1 (7395668)|HEAP_ALLOCATE|[67]|Bytes:4
15:47:22.1 (7399305)|USER_DEBUG|[67]|DEBUG|i: 9
15:47:22.1 (7403149)|HEAP_ALLOCATE|[66]|Bytes:4
15:47:22.1 (7406631)|VARIABLE_ASSIGNMENT|[66]|i|10
15:47:22.1 (7411221)|STATEMENT_EXECUTE|[71]
15:47:22.1 (7452510)|HEAP_ALLOCATE|[71]|Bytes:4
15:47:22.1 (7481854)|VARIABLE_SCOPE_BEGIN|[71]|names|List<String>|true|false
15:47:22.1 (7514614)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:47:22.1 (7526201)|VARIABLE_ASSIGNMENT|[71]|names|[]|0x2130ecfa
15:47:22.1 (7530863)|STATEMENT_EXECUTE|[73]
15:47:22.1 (7533356)|HEAP_ALLOCATE|[73]|Bytes:4
15:47:22.1 (7560768)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:47:22.1 (7567575)|STATEMENT_EXECUTE|[74]
15:47:22.1 (7570121)|HEAP_ALLOCATE|[74]|Bytes:6
15:47:22.1 (7583057)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:47:22.1 (7587955)|STATEMENT_EXECUTE|[75]
15:47:22.1 (7589625)|HEAP_ALLOCATE|[75]|Bytes:4
15:47:22.1 (7600132)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:47:22.1 (7604479)|STATEMENT_EXECUTE|[76]
15:47:22.1 (7606199)|HEAP_ALLOCATE|[76]|Bytes:4
15:47:22.1 (7617192)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:47:22.1 (7622368)|STATEMENT_EXECUTE|[79]
15:47:22.1 (7625072)|VARIABLE_SCOPE_BEGIN|[79]|i|Integer|false|false
15:47:22.1 (7631170)|HEAP_ALLOCATE|[79]|Bytes:4
15:47:22.1 (7635537)|VARIABLE_ASSIGNMENT|[79]|i|0
15:47:22.1 (7650485)|STATEMENT_EXECUTE|[79]
15:47:22.1 (7651629)|STATEMENT_EXECUTE|[80]
15:47:22.1 (7662483)|HEAP_ALLOCATE|[80]|Bytes:4
15:47:22.1 (7672190)|USER_DEBUG|[80]|DEBUG|Mark
15:47:22.1 (7677658)|HEAP_ALLOCATE|[79]|Bytes:4
15:47:22.1 (7682110)|VARIABLE_ASSIGNMENT|[79]|i|1
15:47:22.1 (7689846)|STATEMENT_EXECUTE|[79]
15:47:22.1 (7691106)|STATEMENT_EXECUTE|[80]
15:47:22.1 (7693756)|HEAP_ALLOCATE|[80]|Bytes:6
15:47:22.1 (7699505)|USER_DEBUG|[80]|DEBUG|Mathew
15:47:22.1 (7704401)|HEAP_ALLOCATE|[79]|Bytes:4
15:47:22.1 (7707735)|VARIABLE_ASSIGNMENT|[79]|i|2
15:47:22.1 (7714864)|STATEMENT_EXECUTE|[79]
15:47:22.1 (7715748)|STATEMENT_EXECUTE|[80]
15:47:22.1 (7718205)|HEAP_ALLOCATE|[80]|Bytes:4
15:47:22.1 (7723109)|USER_DEBUG|[80]|DEBUG|Luke
15:47:22.1 (7727306)|HEAP_ALLOCATE|[79]|Bytes:4
15:47:22.1 (7730401)|VARIABLE_ASSIGNMENT|[79]|i|3
15:47:22.1 (7736482)|STATEMENT_EXECUTE|[79]
15:47:22.1 (7737558)|STATEMENT_EXECUTE|[80]
15:47:22.1 (7740019)|HEAP_ALLOCATE|[80]|Bytes:4
15:47:22.1 (7744800)|USER_DEBUG|[80]|DEBUG|John
15:47:22.1 (7748976)|HEAP_ALLOCATE|[79]|Bytes:4
15:47:22.1 (7752144)|VARIABLE_ASSIGNMENT|[79]|i|4
15:47:22.1 (7759024)|STATEMENT_EXECUTE|[84]
15:47:22.1 (7760900)|VARIABLE_SCOPE_BEGIN|[84]|i|Integer|false|false
15:47:22.1 (7766718)|HEAP_ALLOCATE|[84]|Bytes:4
15:47:22.1 (7770157)|VARIABLE_ASSIGNMENT|[84]|i|0
15:47:22.1 (7781826)|STATEMENT_EXECUTE|[84]
15:47:22.1 (7782929)|STATEMENT_EXECUTE|[85]
15:47:22.1 (7787137)|HEAP_ALLOCATE|[85]|Bytes:4
15:47:22.1 (7952602)|USER_DEBUG|[85]|DEBUG|Mark
15:47:22.1 (7960410)|HEAP_ALLOCATE|[84]|Bytes:4
15:47:22.1 (7966031)|VARIABLE_ASSIGNMENT|[84]|i|1
15:47:22.1 (7974807)|STATEMENT_EXECUTE|[84]
15:47:22.1 (7975904)|STATEMENT_EXECUTE|[85]
15:47:22.1 (7978324)|HEAP_ALLOCATE|[85]|Bytes:6
15:47:22.1 (7983720)|USER_DEBUG|[85]|DEBUG|Mathew
15:47:22.1 (7988270)|HEAP_ALLOCATE|[84]|Bytes:4
15:47:22.1 (7991543)|VARIABLE_ASSIGNMENT|[84]|i|2
15:47:22.1 (7997655)|STATEMENT_EXECUTE|[84]
15:47:22.1 (7998574)|STATEMENT_EXECUTE|[85]
15:47:22.1 (8000337)|HEAP_ALLOCATE|[85]|Bytes:4
15:47:22.1 (8005349)|USER_DEBUG|[85]|DEBUG|Luke
15:47:22.1 (8009455)|HEAP_ALLOCATE|[84]|Bytes:4
15:47:22.1 (8013000)|VARIABLE_ASSIGNMENT|[84]|i|3
15:47:22.1 (8019162)|STATEMENT_EXECUTE|[84]
15:47:22.1 (8020033)|STATEMENT_EXECUTE|[85]
15:47:22.1 (8021798)|HEAP_ALLOCATE|[85]|Bytes:4
15:47:22.1 (8025896)|USER_DEBUG|[85]|DEBUG|John
15:47:22.1 (8029887)|HEAP_ALLOCATE|[84]|Bytes:4
15:47:22.1 (8033166)|VARIABLE_ASSIGNMENT|[84]|i|4
15:47:22.1 (8045777)|METHOD_EXIT|[1]|01p1I000008LWEw|Day3ListsAndLoops.executeLoops()
15:47:22.1 (8051715)|SYSTEM_MODE_EXIT|false
15:47:22.8 (8071139)|CUMULATIVE_LIMIT_USAGE
15:47:22.8 (8071139)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:47:22.8 (8071139)|CUMULATIVE_LIMIT_USAGE_END

15:47:22.1 (8102752)|CODE_UNIT_FINISHED|execute_anonymous_apex
15:47:22.1 (9119524)|EXECUTION_FINISHED
