41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:44:22.1 (3173252)|VARIABLE_ASSIGNMENT|[66]|i|7
15:44:22.1 (3177103)|STATEMENT_EXECUTE|[66]
15:44:22.1 (3178051)|STATEMENT_EXECUTE|[67]
15:44:22.1 (3183508)|HEAP_ALLOCATE|[67]|Bytes:1
15:44:22.1 (3190580)|HEAP_ALLOCATE|[67]|Bytes:4
15:44:22.1 (3194982)|USER_DEBUG|[67]|DEBUG|i: 7
15:44:22.1 (3199069)|HEAP_ALLOCATE|[66]|Bytes:4
15:44:22.1 (3202635)|VARIABLE_ASSIGNMENT|[66]|i|8
15:44:22.1 (3206015)|STATEMENT_EXECUTE|[66]
15:44:22.1 (3206975)|STATEMENT_EXECUTE|[67]
15:44:22.1 (3216779)|HEAP_ALLOCATE|[67]|Bytes:1
15:44:22.1 (3225468)|HEAP_ALLOCATE|[67]|Bytes:4
15:44:22.1 (3230074)|USER_DEBUG|[67]|DEBUG|i: 8
15:44:22.1 (3234855)|HEAP_ALLOCATE|[66]|Bytes:4
15:44:22.1 (3238797)|VARIABLE_ASSIGNMENT|[66]|i|9
15:44:22.1 (3242721)|STATEMENT_EXECUTE|[66]
15:44:22.1 (3243621)|STATEMENT_EXECUTE|[67]
15:44:22.1 (3249434)|HEAP_ALLOCATE|[67]|Bytes:1
15:44:22.1 (3256346)|HEAP_ALLOCATE|[67]|Bytes:4
15:44:22.1 (3261379)|USER_DEBUG|[67]|DEBUG|i: 9
15:44:22.1 (3266051)|HEAP_ALLOCATE|[66]|Bytes:4
15:44:22.1 (3270144)|VARIABLE_ASSIGNMENT|[66]|i|10
15:44:22.1 (3275461)|STATEMENT_EXECUTE|[71]
15:44:22.1 (3318904)|HEAP_ALLOCATE|[71]|Bytes:4
15:44:22.1 (3417408)|VARIABLE_SCOPE_BEGIN|[71]|names|List<String>|true|false
15:44:22.1 (3458422)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:22.1 (3474776)|VARIABLE_ASSIGNMENT|[71]|names|[]|0x1f599e71
15:44:22.1 (3480459)|STATEMENT_EXECUTE|[73]
15:44:22.1 (3483117)|HEAP_ALLOCATE|[73]|Bytes:4
15:44:22.1 (3515278)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:22.1 (3522186)|STATEMENT_EXECUTE|[74]
15:44:22.1 (3525063)|HEAP_ALLOCATE|[74]|Bytes:6
15:44:22.1 (3539964)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:22.1 (3545113)|STATEMENT_EXECUTE|[75]
15:44:22.1 (3547011)|HEAP_ALLOCATE|[75]|Bytes:4
15:44:22.1 (3559947)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:22.1 (3564510)|STATEMENT_EXECUTE|[76]
15:44:22.1 (3566388)|HEAP_ALLOCATE|[76]|Bytes:4
15:44:22.1 (3578669)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:22.1 (3584048)|STATEMENT_EXECUTE|[79]
15:44:22.1 (3586778)|VARIABLE_SCOPE_BEGIN|[79]|i|Integer|false|false
15:44:22.1 (3593063)|HEAP_ALLOCATE|[79]|Bytes:4
15:44:22.1 (3597560)|VARIABLE_ASSIGNMENT|[79]|i|0
15:44:22.1 (3615333)|STATEMENT_EXECUTE|[79]
15:44:22.1 (3616614)|STATEMENT_EXECUTE|[80]
15:44:22.1 (3629563)|HEAP_ALLOCATE|[80]|Bytes:4
15:44:22.1 (3640552)|USER_DEBUG|[80]|DEBUG|Mark
15:44:22.1 (3662045)|HEAP_ALLOCATE|[79]|Bytes:4
15:44:22.1 (3671438)|VARIABLE_ASSIGNMENT|[79]|i|1
15:44:22.1 (3685795)|STATEMENT_EXECUTE|[79]
15:44:22.1 (3687582)|STATEMENT_EXECUTE|[80]
15:44:22.1 (3692589)|HEAP_ALLOCATE|[80]|Bytes:6
15:44:22.1 (3700994)|USER_DEBUG|[80]|DEBUG|Mathew
15:44:22.1 (3706590)|HEAP_ALLOCATE|[79]|Bytes:4
15:44:22.1 (3710481)|VARIABLE_ASSIGNMENT|[79]|i|2
15:44:22.1 (3717558)|STATEMENT_EXECUTE|[79]
15:44:22.1 (3718555)|STATEMENT_EXECUTE|[80]
15:44:22.1 (3721180)|HEAP_ALLOCATE|[80]|Bytes:4
15:44:22.1 (3726494)|USER_DEBUG|[80]|DEBUG|Luke
15:44:22.1 (3730895)|HEAP_ALLOCATE|[79]|Bytes:4
15:44:22.1 (3734728)|VARIABLE_ASSIGNMENT|[79]|i|3
15:44:22.1 (3741472)|STATEMENT_EXECUTE|[79]
15:44:22.1 (3742440)|STATEMENT_EXECUTE|[80]
15:44:22.1 (3745429)|HEAP_ALLOCATE|[80]|Bytes:4
15:44:22.1 (3750526)|USER_DEBUG|[80]|DEBUG|John
15:44:22.1 (3755539)|HEAP_ALLOCATE|[79]|Bytes:4
15:44:22.1 (3759385)|VARIABLE_ASSIGNMENT|[79]|i|4
15:44:22.1 (3771549)|METHOD_EXIT|[1]|01p1I000008LWEw|Day3ListsAndLoops.executeLoops()
15:44:22.1 (3778068)|SYSTEM_MODE_EXIT|false
15:44:22.3 (3798681)|CUMULATIVE_LIMIT_USAGE
15:44:22.3 (3798681)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:44:22.3 (3798681)|CUMULATIVE_LIMIT_USAGE_END

15:44:22.1 (3834913)|CODE_UNIT_FINISHED|execute_anonymous_apex
15:44:22.1 (4683418)|EXECUTION_FINISHED
