41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:45:00.1 (10923612)|VARIABLE_ASSIGNMENT|[66]|i|7
15:45:00.1 (10930538)|STATEMENT_EXECUTE|[66]
15:45:00.1 (10931943)|STATEMENT_EXECUTE|[67]
15:45:00.1 (10943785)|HEAP_ALLOCATE|[67]|Bytes:1
15:45:00.1 (10957989)|HEAP_ALLOCATE|[67]|Bytes:4
15:45:00.1 (10966917)|USER_DEBUG|[67]|DEBUG|i: 7
15:45:00.1 (10976195)|HEAP_ALLOCATE|[66]|Bytes:4
15:45:00.1 (10983617)|VARIABLE_ASSIGNMENT|[66]|i|8
15:45:00.1 (10991494)|STATEMENT_EXECUTE|[66]
15:45:00.1 (10993384)|STATEMENT_EXECUTE|[67]
15:45:00.1 (11005571)|HEAP_ALLOCATE|[67]|Bytes:1
15:45:00.1 (11021250)|HEAP_ALLOCATE|[67]|Bytes:4
15:45:00.1 (11030453)|USER_DEBUG|[67]|DEBUG|i: 8
15:45:00.1 (11038997)|HEAP_ALLOCATE|[66]|Bytes:4
15:45:00.1 (11046757)|VARIABLE_ASSIGNMENT|[66]|i|9
15:45:00.1 (11053585)|STATEMENT_EXECUTE|[66]
15:45:00.1 (11055055)|STATEMENT_EXECUTE|[67]
15:45:00.1 (11067147)|HEAP_ALLOCATE|[67]|Bytes:1
15:45:00.1 (11081344)|HEAP_ALLOCATE|[67]|Bytes:4
15:45:00.1 (11090825)|USER_DEBUG|[67]|DEBUG|i: 9
15:45:00.1 (11099829)|HEAP_ALLOCATE|[66]|Bytes:4
15:45:00.1 (11108024)|VARIABLE_ASSIGNMENT|[66]|i|10
15:45:00.1 (11116127)|STATEMENT_EXECUTE|[71]
15:45:00.1 (11158622)|HEAP_ALLOCATE|[71]|Bytes:4
15:45:00.1 (11200894)|VARIABLE_SCOPE_BEGIN|[71]|names|List<String>|true|false
15:45:00.1 (11243262)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:45:00.1 (11261217)|VARIABLE_ASSIGNMENT|[71]|names|[]|0x386fbbd9
15:45:00.1 (11271708)|STATEMENT_EXECUTE|[73]
15:45:00.1 (11276042)|HEAP_ALLOCATE|[73]|Bytes:4
15:45:00.1 (11326053)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:45:00.1 (11338651)|STATEMENT_EXECUTE|[74]
15:45:00.1 (11342893)|HEAP_ALLOCATE|[74]|Bytes:6
15:45:00.1 (11370765)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:45:00.1 (11381034)|STATEMENT_EXECUTE|[75]
15:45:00.1 (11384452)|HEAP_ALLOCATE|[75]|Bytes:4
15:45:00.1 (11409118)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:45:00.1 (11418503)|STATEMENT_EXECUTE|[76]
15:45:00.1 (11421588)|HEAP_ALLOCATE|[76]|Bytes:4
15:45:00.1 (11445081)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:45:00.1 (11456047)|STATEMENT_EXECUTE|[79]
15:45:00.1 (11460488)|VARIABLE_SCOPE_BEGIN|[79]|i|Integer|false|false
15:45:00.1 (11473386)|HEAP_ALLOCATE|[79]|Bytes:4
15:45:00.1 (11483116)|VARIABLE_ASSIGNMENT|[79]|i|0
15:45:00.1 (11510378)|STATEMENT_EXECUTE|[79]
15:45:00.1 (11512491)|STATEMENT_EXECUTE|[80]
15:45:00.1 (11534119)|HEAP_ALLOCATE|[80]|Bytes:4
15:45:00.1 (11553441)|USER_DEBUG|[80]|DEBUG|Mark
15:45:00.1 (11563923)|HEAP_ALLOCATE|[79]|Bytes:4
15:45:00.1 (11573127)|VARIABLE_ASSIGNMENT|[79]|i|1
15:45:00.1 (11588329)|STATEMENT_EXECUTE|[79]
15:45:00.1 (11590505)|STATEMENT_EXECUTE|[80]
15:45:00.1 (11596413)|HEAP_ALLOCATE|[80]|Bytes:6
15:45:00.1 (11607931)|USER_DEBUG|[80]|DEBUG|Mathew
15:45:00.1 (11616755)|HEAP_ALLOCATE|[79]|Bytes:4
15:45:00.1 (11624593)|VARIABLE_ASSIGNMENT|[79]|i|2
15:45:00.1 (11637340)|STATEMENT_EXECUTE|[79]
15:45:00.1 (11638937)|STATEMENT_EXECUTE|[80]
15:45:00.1 (11644054)|HEAP_ALLOCATE|[80]|Bytes:4
15:45:00.1 (11654950)|USER_DEBUG|[80]|DEBUG|Luke
15:45:00.1 (11664256)|HEAP_ALLOCATE|[79]|Bytes:4
15:45:00.1 (11672644)|VARIABLE_ASSIGNMENT|[79]|i|3
15:45:00.1 (11685677)|STATEMENT_EXECUTE|[79]
15:45:00.1 (11687266)|STATEMENT_EXECUTE|[80]
15:45:00.1 (11692054)|HEAP_ALLOCATE|[80]|Bytes:4
15:45:00.1 (11702559)|USER_DEBUG|[80]|DEBUG|John
15:45:00.1 (11711460)|HEAP_ALLOCATE|[79]|Bytes:4
15:45:00.1 (11718461)|VARIABLE_ASSIGNMENT|[79]|i|4
15:45:00.1 (11739520)|METHOD_EXIT|[1]|01p1I000008LWEw|Day3ListsAndLoops.executeLoops()
15:45:00.1 (11751692)|SYSTEM_MODE_EXIT|false
15:45:00.11 (11789307)|CUMULATIVE_LIMIT_USAGE
15:45:00.11 (11789307)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:45:00.11 (11789307)|CUMULATIVE_LIMIT_USAGE_END

15:45:00.1 (11904117)|CODE_UNIT_FINISHED|execute_anonymous_apex
15:45:00.1 (13837436)|EXECUTION_FINISHED
